***********************************************************
 Czas           Środek         Powierzchnia   dT           
 943.675751222  175.328295247  188.619270480  13.2909752333
 944.793850454  175.377505756  188.641972980  13.2644672230
 945.911949685  175.426618146  188.664630179  13.2380120330
 947.030048916  175.475632610  188.687242169  13.2116095587
 948.148148148  175.524549344  188.709809040  13.1852596957
 949.266247379  175.573368542  188.732330881  13.1589623399
 950.384346610  175.622090397  188.754807785  13.1327173873
 951.502445842  175.670715105  188.777239839  13.1065247341
 952.620545073  175.719242857  188.799627134  13.0803842769
 953.738644304  175.767673846  188.821969759  13.0542959121
 954.856743535  175.816008266  188.844267803  13.0282595366
 955.974842767  175.864246308  188.866521356  13.0022750474
 957.092941998  175.912388164  188.888730506  12.9763423418
 958.211041229  175.960434026  188.910895343  12.9504613172
 959.329140461  176.008384083  188.933015954  12.9246318710
 960.447239692  176.056238528  188.955092429  12.8988539012
 961.565338923  176.103997549  188.977124855  12.8731273058
 962.683438155  176.151661338  188.999113321  12.8474519828
 963.801537386  176.199230083  189.021057914  12.8218278307
 964.919636617  176.246703974  189.042958722  12.7962547480
 966.037735849  176.294083198  189.064815832  12.7707326336
 967.155835080  176.341367946  189.086629332  12.7452613863
 968.273934311  176.388558404  189.108399310  12.7198409053
 969.392033542  176.435654761  189.130125851  12.6944710899
 970.510132774  176.482657203  189.151809043  12.6691518398
 971.628232005  176.529565918  189.173448972  12.6438830545
 972.746331236  176.576381091  189.195045725  12.6186646340
 973.864430468  176.623102910  189.216599389  12.5934964785
 974.982529699  176.669731560  189.238110048  12.5683784881
 976.100628930  176.716267226  189.259577790  12.5433105635
 977.218728162  176.762710094  189.281002699  12.5182926052
 978.336827393  176.809060348  189.302384862  12.4933245142
 979.454926624  176.855318172  189.323724364  12.4684061915
 980.573025856  176.901483751  189.345021290  12.4435375384
 981.691125087  176.947557269  189.366275725  12.4187184563
 982.809224318  176.993538907  189.387487754  12.3939488467
 983.927323549  177.039428850  189.408657462  12.3692286116
 985.045422781  177.085227280  189.429784933  12.3445576530
 986.163522012  177.130934379  189.450870252  12.3199358730
 987.281621243  177.176550329  189.471913503  12.2953631739
 988.399720475  177.222075311  189.492914770  12.2708394585
 989.517819706  177.267509507  189.513874137  12.2463646294
 990.635918937  177.312853097  189.534791687  12.2219385896
 991.754018169  177.358106262  189.555667504  12.1975612422
 992.872117400  177.403269181  189.576501671  12.1732324905
 993.990216631  177.448342034  189.597294273  12.1489522381
 995.108315863  177.493325002  189.618045390  12.1247203886
 996.226415094  177.538218262  189.638755108  12.1005368459
 997.344514325  177.583021993  189.659423507  12.0764015140
 998.462613556  177.627736374  189.680050671  12.0523142973
 999.580712788  177.672361583  189.700636683  12.0282751001
 1000.69881201  177.716897796  189.721181623  12.0042838270
 1001.81691125  177.761345192  189.741685575  11.9803403829
 1002.93501048  177.805703947  189.762148620  11.9564446727
 1004.05310971  177.849974238  189.782570840  11.9325966017
 1005.17120894  177.894156241  189.802952316  11.9087960751
 1006.28930817  177.938250132  189.823293130  11.8850429985
 1007.40740740  177.982256085  189.843593363  11.8613372776
 1008.52550663  178.026174278  189.863853096  11.8376788184
 1009.64360587  178.070004883  189.884072410  11.8140675268
 1010.76170510  178.113748076  189.904251385  11.7905033092
 1011.87980433  178.157404031  189.924390103  11.7669860721
 1012.99790356  178.200972921  189.944488643  11.7435157219
 1014.11600279  178.244454920  189.964547086  11.7200921657
 1015.23410202  178.287850202  189.984565512  11.6967153103
 1016.35220125  178.331158938  190.004544000  11.6733850629
 1017.47030048  178.374381301  190.024482632  11.6501013308
 1018.58839972  178.417517463  190.044381485  11.6268640217
 1019.70649895  178.460567596  190.064240640  11.6036730433
 1020.82459818  178.503531872  190.084060175  11.5805283033
 1021.94269741  178.546410461  190.103840170  11.5574297099
 1023.06079664  178.589203533  190.123580705  11.5343771714
 1024.17889587  178.631911261  190.143281857  11.5113705961
 1025.29699510  178.674533812  190.162943705  11.4884098927
 1026.41509433  178.717071358  190.182566328  11.4654949700
 1027.53319357  178.759524067  190.202149804  11.4426257369
 1028.65129280  178.801892109  190.221694211  11.4198021026
 1029.76939203  178.844175652  190.241199628  11.3970239763
 1030.88749126  178.886374864  190.260666132  11.3742912677
 1032.00559049  178.928489914  190.280093800  11.3516038863
 1033.12368972  178.970520969  190.299482711  11.3289617420
 1034.24178895  179.012468196  190.318832941  11.3063647448
 1035.35988819  179.054331764  190.338144569  11.2838128050
 1036.47798742  179.096111837  190.357417670  11.2613058328
 1037.59608665  179.137808583  190.376652322  11.2388437390
 1038.71418588  179.179422168  190.395848602  11.2164264341
 1039.83228511  179.220952757  190.415006586  11.1940538291
 1040.95038434  179.262400516  190.434126351  11.1717258350
 1042.06848357  179.303765610  190.453207973  11.1494423632
 1043.18658280  179.345048203  190.472251528  11.1272033250
 1044.30468204  179.386248461  190.491257093  11.1050086320
 1045.42278127  179.427366546  190.510224742  11.0828581960
 1046.54088050  179.468402623  190.529154552  11.0607519289
 1047.65897973  179.509356855  190.548046598  11.0386897429
 1048.77707896  179.550229406  190.566900956  11.0166715502
 1049.89517819  179.591020437  190.585717701  10.9946972633
 1051.01327742  179.631730112  190.604496907  10.9727667948
 1052.13137665  179.672358593  190.623238651  10.9508800576
 1053.24947589  179.712906041  190.641943006  10.9290369645
 1054.36757512  179.753372618  190.660610047  10.9072374288
 1055.48567435  179.793758485  190.679239849  10.8854813637
 1056.60377358  179.834063803  190.697832486  10.8637686827
 1057.72187281  179.874288733  190.716388033  10.8420992996
 1058.83997204  179.914433434  190.734906562  10.8204731280
 1059.95807127  179.954498067  190.753388149  10.7988900820
 1061.07617051  179.994482791  190.771832867  10.7773500758
 1062.19426974  180.034387766  190.790240790  10.7558530237
 1063.31236897  180.074213150  190.808611990  10.7343988402
 1064.43046820  180.113959102  190.826946542  10.7129874399
 1065.54856743  180.153625780  190.845244518  10.6916187376
 1066.66666666  180.193213343  190.863505991  10.6702926485
 1067.78476589  180.232721947  190.881731035  10.6490090876
 1068.90286512  180.272151751  190.899919722  10.6277679703
 1070.02096436  180.311502912  190.918072124  10.6065692120
 1071.13906359  180.350775586  190.936188314  10.5854127285
 1072.25716282  180.389969929  190.954268365  10.5642984356
 1073.37526205  180.429086098  190.972312348  10.5432262493
 1074.49336128  180.468124249  190.990320335  10.5221960857
 1075.61146051  180.507084537  191.008292398  10.5012078611
 1076.72955974  180.545967117  191.026228610  10.4802614922
 1077.84765897  180.584772145  191.044129041  10.4593568954
 1078.96575821  180.623499774  191.061993762  10.4384939877
 1080.08385744  180.662150160  191.079822846  10.4176726860
 1081.20195667  180.700723456  191.097616363  10.3968929075
 1082.32005590  180.739219815  191.115374384  10.3761545695
 1083.43815513  180.777639391  191.133096981  10.3554575894
 1084.55625436  180.815982338  191.150784223  10.3348018849
 1085.67435359  180.854248807  191.168436181  10.3141873739
 1086.79245283  180.892438952  191.186052927  10.2936139742
 1087.91055206  180.930552925  191.203634529  10.2730816039
 1089.02865129  180.968590877  191.221181058  10.2525901815
 1090.14675052  181.006552960  191.238692585  10.2321396252
 1091.26484975  181.044439325  191.256169179  10.2117298538
 1092.38294898  181.082250123  191.273610909  10.1913607860
 1093.50104821  181.119985505  191.291017846  10.1710323407
 1094.61914744  181.157645621  191.308390058  10.1507444370
 1095.73724668  181.195230621  191.325727615  10.1304969942
 1096.85534591  181.232740655  191.343030587  10.1102899316
 1097.97344514  181.270175873  191.360299042  10.0901231688
 1099.09154437  181.307536423  191.377533049  10.0699966256
 1100.20964360  181.344822454  191.394732676  10.0499102219
 1101.32774283  181.382034116  191.411897993  10.0298638776
 1102.44584206  181.419171555  191.429029068  10.0098575130
 1103.56394129  181.456234921  191.446125970  9.98989104847
 1104.68204053  181.493224361  191.463188765  9.96996440445
 1105.80013976  181.530140022  191.480217524  9.95007750166
 1106.91823899  181.566982051  191.497212312  9.93023026092
 1108.03633822  181.603750596  191.514173199  9.91042260321
 1109.15443745  181.640445802  191.531100252  9.89065444969
 1110.27253668  181.677067816  191.547993538  9.87092572163
 1111.39063591  181.713616784  191.564853124  9.85123634050
 1112.50873515  181.750092851  191.581679079  9.83158622791
 1113.62683438  181.786496163  191.598471469  9.81197530561
 1114.74493361  181.822826865  191.615230361  9.79240349553
 1115.86303284  181.859085102  191.631955822  9.77287071974
 1116.98113207  181.895271018  191.648647918  9.75337690046
 1118.09923130  181.931384757  191.665306717  9.73392196007
 1119.21733053  181.967426463  191.681932284  9.71450582111
 1120.33542976  182.003396280  191.698524686  9.69512840627
 1121.45352900  182.039294352  191.715083990  9.67578963838
 1122.57162823  182.075120820  191.731610260  9.65648944043
 1123.68972746  182.110875829  191.748103564  9.63722773558
 1124.80782669  182.146559520  191.764563967  9.61800444711
 1125.92592592  182.182172035  191.780991534  9.59881949848
 1127.04402515  182.217713518  191.797386331  9.57967281329
 1128.16212438  182.253184108  191.813748424  9.56056431529
 1129.28022361  182.288583948  191.830077877  9.54149392839
 1130.39832285  182.323913179  191.846374756  9.52246157662
 1131.51642208  182.359171941  191.862639126  9.50346718421
 1132.63452131  182.394360376  191.878871051  9.48451067551
 1133.75262054  182.429478622  191.895070597  9.46559197501
 1134.87071977  182.464526821  191.911237828  9.44671100737
 1135.98881900  182.499505111  191.927372809  9.42786769740
 1137.10691823  182.534413633  191.943475603  9.40906197004
 1138.22501747  182.569252525  191.959546275  9.39029375040
 1139.34311670  182.604021926  191.975584890  9.37156296373
 1140.46121593  182.638721975  191.991591511  9.35286953541
 1141.57931516  182.673352810  192.007566201  9.33421339101
 1142.69741439  182.707914569  192.023509025  9.31559445620
 1143.81551362  182.742407390  192.039420047  9.29701265684
 1144.93361285  182.776831410  192.055299329  9.27846791890
 1146.05171208  182.811186767  192.071146935  9.25996016852
 1147.16981132  182.845473597  192.086962929  9.24148933198
 1148.28791055  182.879692037  192.102747373  9.22305533571
 1149.40600978  182.913842223  192.118500330  9.20465810627
 1150.52410901  182.947924292  192.134221863  9.18629757039
 1151.64220824  182.981938380  192.149912035  9.16797365493
 1152.76030747  183.015884621  192.165570908  9.14968628690
 1153.87840670  183.049763151  192.181198545  9.13143539344
 1154.99650593  183.083574106  192.196795008  9.11322090187
 1156.11460517  183.117317620  192.212360360  9.09504273961
 1157.23270440  183.150993827  192.227894661  9.07690083426
 1158.35080363  183.184602862  192.243397975  9.05879511355
 1159.46890286  183.218144858  192.258870364  9.04072550534
 1160.58700209  183.251619950  192.274311888  9.02269193765
 1161.70510132  183.285028271  192.289722610  9.00469433865
 1162.82320055  183.318369953  192.305102590  8.98673263662
 1163.94129979  183.351645131  192.320451891  8.96880676003
 1165.05939902  183.384853936  192.335770573  8.95091663745
 1166.17749825  183.417996500  192.351058698  8.93306219760
 1167.29559748  183.451072956  192.366316326  8.91524336937
 1168.41369671  183.484083437  192.381543518  8.89746008176
 1169.53179594  183.517028072  192.396740336  8.87971226391
 1170.64989517  183.549906994  192.411906839  8.86199984513
 1171.76799440  183.582720334  192.427043089  8.84432275484
 1172.88609364  183.615468222  192.442149144  8.82668092262
 1174.00419287  183.648150789  192.457225067  8.80907427817
 1175.12229210  183.680768165  192.472270917  8.79150275136
 1176.24039133  183.713320481  192.487286753  8.77396627217
 1177.35849056  183.745807865  192.502272636  8.75646477073
 1178.47658979  183.778230448  192.517228625  8.73899817731
 1179.59468902  183.810588359  192.532154781  8.72156642232
 1180.71278825  183.842881726  192.547051163  8.70416943630
 1181.83088749  183.875110679  192.561917829  8.68680714994
 1182.94898672  183.907275346  192.576754840  8.66947949406
 1184.06708595  183.939375854  192.591562254  8.65218639962
 1185.18518518  183.971412333  192.606340131  8.63492779771
 1186.30328441  184.003384909  192.621088529  8.61770361957
 1187.42138364  184.035293711  192.635807508  8.60051379656
 1188.53948287  184.067138865  192.650497125  8.58335826020
 1189.65758211  184.098920498  192.665157440  8.56623694212
 1190.77568134  184.130638737  192.679788511  8.54914977410
 1191.89378057  184.162293709  192.694390397  8.53209668806
 1193.01187980  184.193885539  192.708963155  8.51507761605
 1194.12997903  184.225414353  192.723506844  8.49809249024
 1195.24807826  184.256880278  192.738021521  8.48114124296
 1196.36617749  184.288283439  192.752507245  8.46422380667
 1197.48427672  184.319623960  192.766964074  8.44734011394
 1198.60237596  184.350901966  192.781392064  8.43049009750
 1199.72047519  184.382117584  192.795791274  8.41367369020
 1200.83857442  184.413270936  192.810161761  8.39689082504
 1201.95667365  184.444362146  192.824503582  8.38014143514
 1203.07477288  184.475391340  192.838816794  8.36342545375
 1204.19287211  184.506358641  192.853101455  8.34674281426
 1205.31097134  184.537264171  192.867357621  8.33009345018
 1206.42907058  184.568108055  192.881585350  8.31347729518
 1207.54716981  184.598890415  192.895784698  8.29689428304
 1208.66526904  184.629611374  192.909955721  8.28034434767
 1209.78336827  184.660271054  192.924098477  8.26382742311
 1210.90146750  184.690869577  192.938213021  8.24734344356
 1212.01956673  184.721407066  192.952299410  8.23089234332
 1213.13766596  184.751883643  192.966357700  8.21447405682
 1214.25576519  184.782299428  192.980387947  8.19808851864
 1215.37386443  184.812654543  192.994390207  8.18173566348
 1216.49196366  184.842949109  193.008364535  8.16541542618
 1217.61006289  184.873183247  193.022310989  8.14912774168
 1218.72816212  184.903357077  193.036229622  8.13287254508
 1219.84626135  184.933470720  193.050120492  8.11664977161
 1220.96436058  184.963524295  193.063983652  8.10045935660
 1222.08245981  184.993517923  193.077819158  8.08430123553
 1223.20055904  185.023451723  193.091627067  8.06817534402
 1224.31865828  185.053325813  193.105407431  8.05208161778
 1225.43675751  185.083140315  193.119160307  8.03601999269
 1226.55485674  185.112895345  193.132885750  8.01999040473
 1227.67295597  185.142591023  193.146583813  8.00399279001
 1228.79105520  185.172227468  193.160254553  7.98802708478
 1229.90915443  185.201804797  193.173898022  7.97209322541
 1231.02725366  185.231323128  193.187514276  7.95619114840
 1232.14535290  185.260782579  193.201103369  7.94032079037
 1233.26345213  185.290183267  193.214665355  7.92448208806
 1234.38155136  185.319525310  193.228200288  7.90867497835
 1235.49965059  185.348808824  193.241708223  7.89289939825
 1236.61774982  185.378033927  193.255189212  7.87715528487
 1237.73584905  185.407200735  193.268643310  7.86144257548
 1238.85394828  185.436309363  193.282070570  7.84576120744
 1239.97204751  185.465359929  193.295471047  7.83011111825
 1241.09014675  185.494352547  193.308844792  7.81449224555
 1242.20824598  185.523287334  193.322191861  7.79890452707
 1243.32634521  185.552164404  193.335512305  7.78334790070
 1244.44444444  185.580983874  193.348806178  7.76782230443
 1245.56254367  185.609745857  193.362073534  7.75232767637
 1246.68064290  185.638450469  193.375314424  7.73686395478
 1247.79874213  185.667097824  193.388528902  7.72143107802
 1248.91684136  185.695688035  193.401717020  7.70602898458
 1250.03494060  185.724221218  193.414878831  7.69065761306
 1251.15303983  185.752697486  193.428014388  7.67531690221
 1252.27113906  185.781116952  193.441123743  7.66000679088
 1253.38923829  185.809479729  193.454206947  7.64472721804
 1254.50733752  185.837785931  193.467264054  7.62947812280
 1255.62543675  185.866035671  193.480295116  7.61425944438
 1256.74353598  185.894229061  193.493300183  7.59907112211
 1257.86163522  185.922366213  193.506279309  7.58391309546
 1258.97973445  185.950447241  193.519232545  7.56878530401
 1260.09783368  185.978472254  193.532159942  7.55368768747
 1261.21593291  186.006441366  193.545061552  7.53862018565
 1262.33403214  186.034354688  193.557937427  7.52358273850
 1263.45213137  186.062212331  193.570787617  7.50857528609
 1264.57023060  186.090014407  193.583612175  7.49359776858
 1265.68832983  186.117761025  193.596411151  7.47865012630
 1266.80642907  186.145452297  193.609184597  7.46373229964
 1267.92452830  186.173088333  193.621932562  7.44884422916
 1269.04262753  186.200669243  193.634655099  7.43398585551
 1270.16072676  186.228195137  193.647352257  7.41915711947
 1271.27882599  186.255666126  193.660024088  7.40435796192
 1272.39692522  186.283082317  193.672670641  7.38958832388
 1273.51502445  186.310443821  193.685291968  7.37484814648
 1274.63312368  186.337750748  193.697888119  7.36013737096
 1275.75122292  186.365003204  193.710459143  7.34545593868
 1276.86932215  186.392201300  193.723005091  7.33080379113
 1277.98742138  186.419345144  193.735526014  7.31618086990
 1279.10552061  186.446434844  193.748021960  7.30158711671
 1280.22361984  186.473470507  193.760492981  7.28702247337
 1281.34171907  186.500452242  193.772939124  7.27248688184
 1282.45981830  186.527380157  193.785360441  7.25798028417
 1283.57791754  186.554254358  193.797756980  7.24350262255
 1284.69601677  186.581074953  193.810128792  7.22905383925
 1285.81411600  186.607842048  193.822475925  7.21463387669
 1286.93221523  186.634555751  193.834798428  7.20024267739
 1288.05031446  186.661216168  193.847096352  7.18588018398
 1289.16841369  186.687823405  193.859369744  7.17154633921
 1290.28651292  186.714377568  193.871618654  7.15724108594
 1291.40461215  186.740878763  193.883843130  7.14296436715
 1292.52271139  186.767327096  193.896043222  7.12871612594
 1293.64081062  186.793722672  193.908218977  7.11449630550
 1294.75890985  186.820065596  193.920370446  7.10030484915
 1295.87700908  186.846355974  193.932497675  7.08614170033
 1296.99510831  186.872593911  193.944600713  7.07200680256
 1298.11320754  186.898779510  193.956679609  7.05790009952
 1299.23130677  186.924912876  193.968734411  7.04382153497
 1300.34940600  186.950994113  193.980765166  7.02977105278
 1301.46750524  186.977023327  193.992771923  7.01574859696
 1302.58560447  187.003000619  194.004754730  7.00175411159
 1303.70370370  187.028926094  194.016713635  6.98778754090
 1304.82180293  187.054799855  194.028648684  6.97384882922
 1305.93990216  187.080622005  194.040559926  6.95993792097
 1307.05800139  187.106392647  194.052447408  6.94605476070
 1308.17610062  187.132111885  194.064311178  6.93219929308
 1309.29419986  187.157779819  194.076151282  6.91837146287
 1310.41229909  187.183396554  194.087967769  6.90457121495
 1311.53039832  187.208962190  194.099760685  6.89079849431
 1312.64849755  187.234476830  194.111530076  6.87705324604
 1313.76659678  187.259940576  194.123275992  6.86333541535
 1314.88469601  187.285353529  194.134998477  6.84964494756
 1316.00279524  187.310715790  194.146697578  6.83598178810
 1317.12089447  187.336027461  194.158373343  6.82234588249
 1318.23899371  187.361288642  194.170025818  6.80873717638
 1319.35709294  187.386499434  194.181655050  6.79515561552
 1320.47519217  187.411659938  194.193261084  6.78160114577
 1321.59329140  187.436770253  194.204843966  6.76807371309
 1322.71139063  187.461830481  194.216403745  6.75457326357
 1323.82948986  187.486840721  194.227940464  6.74109974338
 1324.94758909  187.511801072  194.239454171  6.72765309881
 1326.06568832  187.536711634  194.250944910  6.71423327625
 1327.18378756  187.561572507  194.262412729  6.70084022222
 1328.30188679  187.586383789  194.273857673  6.68747388332
 1329.41998602  187.611145580  194.285279787  6.67413420627
 1330.53808525  187.635857978  194.296679116  6.66082113789
 1331.65618448  187.660521082  194.308055707  6.64753462510
 1332.77428371  187.685134990  194.319409605  6.63427461495
 1333.89238294  187.709699800  194.330740855  6.62104105457
 1335.01048218  187.734215610  194.342049501  6.60783389120
 1336.12858141  187.758682518  194.353335590  6.59465307220
 1337.24668064  187.783100621  194.364599166  6.58149854503
 1338.36477987  187.807470017  194.375840275  6.56837025724
 1339.48287910  187.831790803  194.387058960  6.55526815649
 1340.60097833  187.856063076  194.398255267  6.54219219056
 1341.71907756  187.880286933  194.409429240  6.52914230732
 1342.83717679  187.904462469  194.420580924  6.51611845474
 1343.95527603  187.928589783  194.431710363  6.50312058091
 1345.07337526  187.952668969  194.442817603  6.49014863401
 1346.19147449  187.976700123  194.453902686  6.47720256233
 1347.30957372  188.000683343  194.464965657  6.46428231426
 1348.42767295  188.024618722  194.476006560  6.45138783828
 1349.54577218  188.048506357  194.487025440  6.43851908301
 1350.66387141  188.072346343  194.498022340  6.42567599713
 1351.78197064  188.096138775  194.508997304  6.41285852944
 1352.90006988  188.119883747  194.519950376  6.40006662886
 1354.01816911  188.143581355  194.530881600  6.38730024438
 1355.13626834  188.167231693  194.541791018  6.37455932511
 1356.25436757  188.190834855  194.552678675  6.36184382025
 1357.37246680  188.214390935  194.563544615  6.34915367913
 1358.49056603  188.237900028  194.574388879  6.33648885114
 1359.60866526  188.261362226  194.585211512  6.32384928580
 1360.72676450  188.284777624  194.596012557  6.31123493271
 1361.84486373  188.308146315  194.606792056  6.29864574160
 1362.96296296  188.331468391  194.617550053  6.28608166228
 1364.08106219  188.354743947  194.628286591  6.27354264465
 1365.19916142  188.377973074  194.639001713  6.26102863873
 1366.31726065  188.401155865  194.649695460  6.24853959463
 1367.43535988  188.424292414  194.660367876  6.23607546256
 1368.55345911  188.447382811  194.671019004  6.22363619283
 1369.67155835  188.470427149  194.681648885  6.21122173586
 1370.78965758  188.493425521  194.692257563  6.19883204215
 1371.90775681  188.516378017  194.702845079  6.18646706230
 1373.02585604  188.539284729  194.713411476  6.17412674703
 1374.14395527  188.562145748  194.723956796  6.16181104714
 1375.26205450  188.584961167  194.734481080  6.14951991352
 1376.38015373  188.607731074  194.744984372  6.13725329719
 1377.49825296  188.630455562  194.755466712  6.12501114924
 1378.61635220  188.653134721  194.765928142  6.11279342085
 1379.73445143  188.675768642  194.776368705  6.10060006334
 1380.85255066  188.698357414  194.786788442  6.08843102807
 1381.97064989  188.720901127  194.797187394  6.07628626655
 1383.08874912  188.743399872  194.807565603  6.06416573036
 1384.20684835  188.765853739  194.817923110  6.05206937116
 1385.32494758  188.788262816  194.828259957  6.03999714075
 1386.44304682  188.810627193  194.838576184  6.02794899099
 1387.56114605  188.832946960  194.848871833  6.01592487386
 1388.67924528  188.855222204  194.859146946  6.00392474141
 1389.79734451  188.877453016  194.869401562  5.99194854580
 1390.91544374  188.899639483  194.879635722  5.97999623929
 1392.03354297  188.921781695  194.889849469  5.96806777424
 1393.15164220  188.943879739  194.900042842  5.95616310307
 1394.26974143  188.965933703  194.910215881  5.94428217835
 1395.38784067  188.987943676  194.920368628  5.93242495269
 1396.50593990  189.009909745  194.930501123  5.92059137884
 1397.62403913  189.031831997  194.940613407  5.90878140960
 1398.74213836  189.053710521  194.950705519  5.89699499791
 1399.86023759  189.075545403  194.960777500  5.88523209676
 1400.97833682  189.097336731  194.970829390  5.87349265928
 1402.09643605  189.119084591  194.980861230  5.86177663865
 1403.21453529  189.140789070  194.990873058  5.85008398816
 1404.33263452  189.162450254  195.000864916  5.83841466121
 1405.45073375  189.184068231  195.010836842  5.82676861127
 1406.56883298  189.205643085  195.020788877  5.81514579191
 1407.68693221  189.227174904  195.030721061  5.80354615679
 1408.80503144  189.248663772  195.040633432  5.79196965967
 1409.92313067  189.270109776  195.050526031  5.78041625440
 1411.04122990  189.291513002  195.060398896  5.76888589491
 1412.15932914  189.312873533  195.070252068  5.75737853525
 1413.27742837  189.334191457  195.080085586  5.74589412953
 1414.39552760  189.355466856  195.089899488  5.73443263197
 1415.51362683  189.376699818  195.099693815  5.72299399687
 1416.63172606  189.397890425  195.109468604  5.71157817863
 1417.74982529  189.419038763  195.119223895  5.70018513174
 1418.86792452  189.440144916  195.128959727  5.68881481078
 1419.98602375  189.461208968  195.138676138  5.67746717042
 1421.10412299  189.482231002  195.148373168  5.66614216542
 1422.22222222  189.503211104  195.158050855  5.65483975063
 1423.34032145  189.524149356  195.167709237  5.64355988098
 1424.45842068  189.545045842  195.177348354  5.63230251152
 1425.57651991  189.565900645  195.186968243  5.62106759735
 1426.69461914  189.586713849  195.196568943  5.60985509370
 1427.81271837  189.607485536  195.206150492  5.59866495585
 1428.93081761  189.628215789  195.215712928  5.58749713919
 1430.04891684  189.648904691  195.225256290  5.57635159921
 1431.16701607  189.669552324  195.234780616  5.56522829146
 1432.28511530  189.690158771  195.244285943  5.55412717161
 1433.40321453  189.710724114  195.253772309  5.54304819539
 1434.52131376  189.731248434  195.263239753  5.53199131864
 1435.63941299  189.751731814  195.272688312  5.52095649727
 1436.75751222  189.772174336  195.282118023  5.50994368729
 1437.87561146  189.792576080  195.291528924  5.49895284479
 1438.99371069  189.812937128  195.300921054  5.48798392597
 1440.11180992  189.833257561  195.310294448  5.47703688708
 1441.22990915  189.853537461  195.319649146  5.46611168448
 1442.34800838  189.873776908  195.328985183  5.45520827462
 1443.46610761  189.893975983  195.338302597  5.44432661404
 1444.58420684  189.914134766  195.347601425  5.43346665933
 1445.70230607  189.934253338  195.356881705  5.42262836722
 1446.82040531  189.954331778  195.366143473  5.41181169449
 1447.93850454  189.974370168  195.375386766  5.40101659801
 1449.05660377  189.994368587  195.384611622  5.39024303475
 1450.17470300  190.014327114  195.393818076  5.37949096176
 1451.29280223  190.034245830  195.403006166  5.36876033617
 1452.41090146  190.054124813  195.412175928  5.35805111520
 1453.52900069  190.073964143  195.421327399  5.34736325615
 1454.64709993  190.093763898  195.430460615  5.33669671642
 1455.76519916  190.113524159  195.439575613  5.32605145348
 1456.88329839  190.133245004  195.448672429  5.31542742489
 1458.00139762  190.152926510  195.457751099  5.30482458829
 1459.11949685  190.172568758  195.466811659  5.29424290142
 1460.23759608  190.192171825  195.475854147  5.28368232208
 1461.35569531  190.211735788  195.484878597  5.27314280817
 1462.47379454  190.231260727  195.493885045  5.26262431767
 1463.59189378  190.250746720  195.502873528  5.25212680866
 1464.70999301  190.270193842  195.511844082  5.24165023927
 1465.82809224  190.289602174  195.520796741  5.23119456774
 1466.94619147  190.308971790  195.529731543  5.22075975239
 1468.06429070  190.328302770  195.538648522  5.21034575161
 1469.18238993  190.347595190  195.547547714  5.19995252388
 1470.30048916  190.366849126  195.556429154  5.18958002777
 1471.41858839  190.386064657  195.565292879  5.17922822193
 1472.53668763  190.405241857  195.574138922  5.16889706508
 1473.65478686  190.424380804  195.582967320  5.15858651604
 1474.77288609  190.443481575  195.591778108  5.14829653371
 1475.89098532  190.462544244  195.600571321  5.13802707704
 1477.00908455  190.481568888  195.609346994  5.12777810511
 1478.12718378  190.500555584  195.618105161  5.11754957706
 1479.24528301  190.519504406  195.626845858  5.10734145210
 1480.36338225  190.538415431  195.635569120  5.09715368954
 1481.48148148  190.557288733  195.644274982  5.08698624875
 1482.59958071  190.576124388  195.652963477  5.07683908922
 1483.71767994  190.594922471  195.661634642  5.06671217047
 1484.83577917  190.613683057  195.670288509  5.05660545213
 1485.95387840  190.632406221  195.678925115  5.04651889392
 1487.07197763  190.651092037  195.687544493  5.03645245561
 1488.19007686  190.669740580  195.696146677  5.02640609708
 1489.30817610  190.688351924  195.704731703  5.01637977828
 1490.42627533  190.706926144  195.713299603  5.00637345922
 1491.54437456  190.725463313  195.721850413  4.99638710001
 1492.66247379  190.743963506  195.730384167  4.98642066085
 1493.78057302  190.762426796  195.738900898  4.97647410200
 1494.89867225  190.780853256  195.747400640  4.96654738380
 1496.01677148  190.799242961  195.755883427  4.95664046668
 1497.13487071  190.817595983  195.764349294  4.94675331113
 1498.25296995  190.835912396  195.772798274  4.93688587774
 1499.37106918  190.854192273  195.781230400  4.92703812718
 1500.48916841  190.872435686  195.789645706  4.91721002018
 1501.60726764  190.890642708  195.798044226  4.90740151755
 1502.72536687  190.908813413  195.806425993  4.89761258019
 1503.84346610  190.926947872  195.814791041  4.88784316908
 1504.96156533  190.945046158  195.823139403  4.87809324526
 1506.07966457  190.963108342  195.831471112  4.86836276987
 1507.19776380  190.981134498  195.839786202  4.85865170411
 1508.31586303  190.999124696  195.848084705  4.84896000927
 1509.43396226  191.017079008  195.856366655  4.83928764670
 1510.55206149  191.034997507  195.864632084  4.82963457784
 1511.67016072  191.052880263  195.872881027  4.82000076421
 1512.78825995  191.070727347  195.881113515  4.81038616740
 1513.90635918  191.088538832  195.889329581  4.80079074908
 1515.02445842  191.106314788  195.897529259  4.79121447099
 1516.14255765  191.124055285  195.905712580  4.78165729495
 1517.26065688  191.141760395  195.913879578  4.77211918286
 1518.37875611  191.159430188  195.922030285  4.76260009670
 1519.49685534  191.177064735  195.930164733  4.75309999850
 1520.61495457  191.194664105  195.938282955  4.74361885041
 1521.73305380  191.212228369  195.946384984  4.73415661461
 1522.85115303  191.229757598  195.954470851  4.72471325338
