***********************************************************
 Czas           Środek         Powierzchnia   dT           
 2236.19846261  510.251249898  772.995066828  262.743816930
 2237.31656184  511.211528806  773.453774979  262.242246172
 2238.43466107  512.170131729  773.911483261  261.741351531
 2239.55276030  513.127058563  774.368194890  261.241136326
 2240.67085953  514.082309253  774.823913059  260.741603806
 2241.78895877  515.035883793  775.278640938  260.242757144
 2242.90705800  515.987782227  775.732381671  259.744599444
 2244.02515723  516.938004643  776.185138380  259.247133736
 2245.14325646  517.886551179  776.636914165  258.750362985
 2246.26135569  518.833422018  777.087712104  258.254290085
 2247.37945492  519.778617387  777.537535249  257.758917862
 2248.49755415  520.722137558  777.986386635  257.264249077
 2249.61565338  521.663982846  778.434269272  256.770286426
 2250.73375262  522.604153611  778.881186149  256.277032538
 2251.85185185  523.542650253  779.327140236  255.784489982
 2252.96995108  524.479473214  779.772134478  255.292661263
 2254.08805031  525.414622978  780.216171802  254.801548824
 2255.20614954  526.348100068  780.659255116  254.311155048
 2256.32424877  527.279905046  781.101387305  253.821482258
 2257.44234800  528.210038514  781.542571234  253.332532720
 2258.56044723  529.138501111  781.982809752  252.844308640
 2259.67854647  530.065293515  782.422105684  252.356812169
 2260.79664570  530.990416439  782.860461839  251.870045399
 2261.91474493  531.913870635  783.297881005  251.384010370
 2263.03284416  532.835656887  783.734365953  250.898709066
 2264.15094339  533.755776017  784.169919435  250.414143417
 2265.26904262  534.674228880  784.604544183  249.930315303
 2266.38714185  535.591016364  785.038242913  249.447226548
 2267.50524109  536.506139394  785.471018323  248.964878928
 2268.62334032  537.419598923  785.902873092  248.483274168
 2269.74143955  538.331395939  786.333809883  248.002413943
 2270.85953878  539.241531462  786.763831342  247.522299880
 2271.97763801  540.150006539  787.192940096  247.042933556
 2273.09573724  541.056822253  787.621138756  246.564316502
 2274.21383647  541.961979714  788.048429919  246.086450204
 2275.33193570  542.865480061  788.474816162  245.609336100
 2276.45003494  543.767324463  788.900300047  245.132975584
 2277.56813417  544.667514116  789.324884121  244.657370004
 2278.68623340  545.566050248  789.748570914  244.182520665
 2279.80433263  546.462934109  790.171362940  243.708428831
 2280.92243186  547.358166979  790.593262701  243.235095721
 2282.04053109  548.251750164  791.014272678  242.762522513
 2283.15863032  549.143684997  791.434395341  242.290710344
 2284.27672955  550.033972834  791.853633145  241.819660311
 2285.39482879  550.922615058  792.271988528  241.349373470
 2286.51292802  551.809613076  792.689463916  240.879850839
 2287.63102725  552.694968320  793.106061718  240.411093397
 2288.74912648  553.578682244  793.521784330  239.943102085
 2289.86722571  554.460756328  793.936634135  239.475877807
 2290.98532494  555.341192073  794.350613501  239.009421428
 2292.10342417  556.219991001  794.763724782  238.543733780
 2293.22152341  557.097154660  795.175970318  238.078815658
 2294.33962264  557.972684617  795.587352438  237.614667821
 2295.45772187  558.846582460  795.997873454  237.151290994
 2296.57582110  559.718849799  796.407535669  236.688685869
 2297.69392033  560.589488265  796.816341369  236.226853104
 2298.81201956  561.458499507  797.224292830  235.765793322
 2299.93011879  562.325885196  797.631392314  235.305507117
 2301.04821802  563.191647021  798.037642071  234.845995049
 2302.16631726  564.055786691  798.443044338  234.387257647
 2303.28441649  564.918305931  798.847601341  233.929295410
 2304.40251572  565.779206488  799.251315292  233.472108804
 2305.52061495  566.638490125  799.654188393  233.015698268
 2306.63871418  567.496158622  800.056222832  232.560064210
 2307.75681341  568.352213777  800.457420787  232.105207009
 2308.87491264  569.206657405  800.857784423  231.651127017
 2309.99301187  570.059491339  801.257315896  231.197824557
 2311.11111111  570.910717424  801.656017347  230.745299922
 2312.22921034  571.760337526  802.053890909  230.293553382
 2313.34730957  572.608353523  802.450938702  229.842585178
 2314.46540880  573.454767310  802.847162835  229.392395525
 2315.58350803  574.299580797  803.242565409  228.942984611
 2316.70160726  575.142795907  803.637148509  228.494352601
 2317.81970649  575.984414580  804.030914215  228.046499634
 2318.93780573  576.824438769  804.423864592  227.599425822
 2320.05590496  577.662870440  804.816001697  227.153131257
 2321.17400419  578.499711573  805.207327577  226.707616003
 2322.29210342  579.334964162  805.597844266  226.262880104
 2323.41020265  580.168630214  805.987553792  225.818923578
 2324.52830188  581.000711747  806.376458170  225.375746422
 2325.64640111  581.831210794  806.764559406  224.933348612
 2326.76450034  582.660129398  807.151859496  224.491730098
 2327.88259958  583.487469615  807.538360427  224.050890812
 2329.00069881  584.313233512  807.924064177  223.610830664
 2330.11879804  585.137423170  808.308972712  223.171549542
 2331.23689727  585.960040677  808.693087991  222.733047314
 2332.35499650  586.781088135  809.076411963  222.295323827
 2333.47309573  587.600567655  809.458946567  221.858378911
 2334.59119496  588.418481361  809.840693735  221.422212374
 2335.70929419  589.234831384  810.221655389  220.986824004
 2336.82739343  590.049619867  810.601833440  220.552213573
 2337.94549266  590.862848963  810.981229794  220.118380831
 2339.06359189  591.674520833  811.359846346  219.685325513
 2340.18169112  592.484637648  811.737684982  219.253047333
 2341.29979035  593.293201589  812.114747580  218.821545991
 2342.41788958  594.100214845  812.491036011  218.390821165
 2343.53598881  594.905679615  812.866552136  217.960872521
 2344.65408805  595.709598104  813.241297808  217.531699704
 2345.77218728  596.511972527  813.615274872  217.103302344
 2346.89028651  597.312805107  813.988485164  216.675680056
 2348.00838574  598.112098076  814.360930514  216.248832438
 2349.12648497  598.909853671  814.732612742  215.822759071
 2350.24458420  599.706074138  815.103533662  215.397459523
 2351.36268343  600.500761732  815.473695078  214.972933345
 2352.48078266  601.293918712  815.843098788  214.549180075
 2353.59888190  602.085547346  816.211746582  214.126199235
 2354.71698113  602.875649908  816.579640241  213.703990333
 2355.83508036  603.664228680  816.946781542  213.282552862
 2356.95317959  604.451285947  817.313172250  212.861886302
 2358.07127882  605.236824005  817.678814125  212.441990120
 2359.18937805  606.020845152  818.043708921  212.022863769
 2360.30747728  606.803351695  818.407858383  211.604506688
 2361.42557651  607.584345944  818.771264249  211.186918304
 2362.54367575  608.363830217  819.133928249  210.770098032
 2363.66177498  609.141806835  819.495852109  210.354045273
 2364.77987421  609.918278128  819.857037545  209.938759417
 2365.89797344  610.693246428  820.217486268  209.524239840
 2367.01607267  611.466714071  820.577199981  209.110485909
 2368.13417190  612.238683403  820.936180381  208.697496978
 2369.25227113  613.009156769  821.294429157  208.285272388
 2370.37037037  613.778136521  821.651947994  207.873811472
 2371.48846960  614.545625017  822.008738567  207.463113550
 2372.60656883  615.311624616  822.364802547  207.053177931
 2373.72466806  616.076137683  822.720141598  206.644003914
 2374.84276729  616.839166588  823.074757377  206.235590788
 2375.96086652  617.600713703  823.428651535  205.827937832
 2377.07896575  618.360781403  823.781825717  205.421044313
 2378.19706498  619.119372070  824.134281561  205.014909491
 2379.31516422  619.876488086  824.486020700  204.609532614
 2380.43326345  620.632131838  824.837044760  204.204912921
 2381.55136268  621.386305717  825.187355360  203.801049643
 2382.66946191  622.139012115  825.536954116  203.397942000
 2383.78756114  622.890253429  825.885842635  202.995589206
 2384.90566037  623.640032056  826.234022518  202.593990461
 2386.02375960  624.388350400  826.581495364  202.193144963
 2387.14185883  625.135210865  826.928262761  201.793051896
 2388.25995807  625.880615857  827.274326296  201.393710438
 2389.37805730  626.624567785  827.619687546  200.995119760
 2390.49615653  627.367069062  827.964348086  200.597279023
 2391.61425576  628.108122101  828.308309482  200.200187381
 2392.73235499  628.847729318  828.651573297  199.803843979
 2393.85045422  629.585893130  828.994141089  199.408247958
 2394.96855345  630.322615958  829.336014407  199.013398449
 2396.08665269  631.057900223  829.677194798  198.619294574
 2397.20475192  631.791748348  830.017683801  198.225935453
 2398.32285115  632.524162759  830.357482953  197.833320194
 2399.44095038  633.255145881  830.696593782  197.441447901
 2400.55904961  633.984700142  831.035017813  197.050317671
 2401.67714884  634.712827972  831.372756566  196.659928594
 2402.79524807  635.439531799  831.709811553  196.270279753
 2403.91334730  636.164814057  832.046184284  195.881370227
 2405.03144654  636.888677177  832.381876264  195.493199086
 2406.14954577  637.611123593  832.716888989  195.105765396
 2407.26764500  638.332155739  833.051223955  194.719068216
 2408.38574423  639.051776050  833.384882650  194.333106600
 2409.50384346  639.769986961  833.717866558  193.947879596
 2410.62194269  640.486790910  834.050177157  193.563386246
 2411.74004192  641.202190332  834.381815921  193.179625589
 2412.85814116  641.916187666  834.712784321  192.796596654
 2413.97624039  642.628785348  835.043083819  192.414298470
 2415.09433962  643.339985818  835.372715876  192.032730058
 2416.21243885  644.049791513  835.701681948  191.651890434
 2417.33053808  644.758204872  836.029983483  191.271778611
 2418.44863731  645.465228333  836.357621928  190.892393594
 2419.56673654  646.170864334  836.684598723  190.513734388
 2420.68483577  646.875115315  837.010915305  190.135799989
 2421.80293501  647.577983714  837.336573107  189.758589392
 2422.92103424  648.279471968  837.661573554  189.382101585
 2424.03913347  648.979582516  837.985918071  189.006335554
 2425.15723270  649.678317795  838.309608075  188.631290279
 2426.27533193  650.375680243  838.632644981  188.256964738
 2427.39343116  651.071672296  838.955030198  187.883357902
 2428.51153039  651.766296389  839.276765132  187.510468742
 2429.62962962  652.459554960  839.597851183  187.138296222
 2430.74772886  653.151450443  839.918289748  186.766839305
 2431.86582809  653.841985272  840.238082220  186.396096948
 2432.98392732  654.531161880  840.557229987  186.026068106
 2434.10202655  655.218982701  840.875734433  185.656751731
 2435.22012578  655.905450167  841.193596937  185.288146770
 2436.33822501  656.590566707  841.510818876  184.920252168
 2437.45632424  657.274334753  841.827401620  184.553066867
 2438.57442348  657.956756732  842.143346538  184.186589805
 2439.69252271  658.637835074  842.458654992  183.820819918
 2440.81062194  659.317572204  842.773328343  183.455756138
 2441.92872117  659.995970548  843.087367945  183.091397397
 2443.04682040  660.673032530  843.400775150  182.727742620
 2444.16491963  661.348760574  843.713551306  182.364790732
 2445.28301886  662.023157100  844.025697755  182.002540655
 2446.40111809  662.696224529  844.337215838  181.640991309
 2447.51921733  663.367965280  844.648106890  181.280141610
 2448.63731656  664.038381770  844.958372244  180.919990473
 2449.75541579  664.707476416  845.268013227  180.560536811
 2450.87351502  665.375251630  845.577031163  180.201779533
 2451.99161425  666.041709826  845.885427374  179.843717547
 2453.10971348  666.706853415  846.193203175  179.486349759
 2454.22781271  667.370684806  846.500359880  179.129675073
 2455.34591194  668.033206406  846.806898798  178.773692391
 2456.46401118  668.694420622  847.112821235  178.418400613
 2457.58211041  669.354329857  847.418128493  178.063798636
 2458.70020964  670.012936513  847.722821869  177.709885356
 2459.81830887  670.670242990  848.026902660  177.356659670
 2460.93640810  671.326251687  848.330372155  177.004120468
 2462.05450733  671.980965000  848.633231643  176.652266643
 2463.17260656  672.634385323  848.935482408  176.301097085
 2464.29070580  673.286515048  849.237125729  175.950610681
 2465.40880503  673.937356566  849.538162884  175.600806318
 2466.52690426  674.586912264  849.838595147  175.251682883
 2467.64500349  675.235184529  850.138423787  174.903239258
 2468.76310272  675.882175743  850.437650071  174.555474328
 2469.88120195  676.527888289  850.736275262  174.208386973
 2470.99930118  677.172324546  851.034300620  173.861976074
 2472.11740041  677.815486890  851.331727402  173.516240511
 2473.23549965  678.457377696  851.628556859  173.171179162
 2474.35359888  679.097999337  851.924790242  172.826790904
 2475.47169811  679.737354183  852.220428797  172.483074614
 2476.58979734  680.375444600  852.515473768  172.140029167
 2477.70789657  681.012272954  852.809926393  171.797653438
 2478.82599580  681.647841608  853.103787910  171.455946301
 2479.94409503  682.282152922  853.397059550  171.114906628
 2481.06219426  682.915209254  853.689742546  170.774533291
 2482.18029350  683.547012958  853.981838122  170.434825164
 2483.29839273  684.177566387  854.273347502  170.095781115
 2484.41649196  684.806871891  854.564271908  169.757400017
 2485.53459119  685.434931817  854.854612556  169.419680738
 2486.65269042  686.061748511  855.144370659  169.082622148
 2487.77078965  686.687324314  855.433547430  168.746223116
 2488.88888888  687.311661565  855.722144075  168.410482509
 2490.00698812  687.934762601  856.010161799  168.075399197
 2491.12508735  688.556629757  856.297601804  167.740972047
 2492.24318658  689.177265362  856.584465289  167.407199926
 2493.36128581  689.796671746  856.870753448  167.074081701
 2494.47938504  690.414851234  857.156467474  166.741616239
 2495.59748427  691.031806149  857.441608557  166.409802407
 2496.71558350  691.647538811  857.726177883  166.078639071
 2497.83368273  692.262051537  858.010176635  165.748125097
 2498.95178197  692.875346641  858.293605993  165.418259352
 2500.06988120  693.487426434  858.576467136  165.089040702
 2501.18798043  694.098293224  858.858761237  164.760468013
 2502.30607966  694.707949318  859.140489469  164.432540150
 2503.42417889  695.316397017  859.421652999  164.105255981
 2504.54227812  695.923638622  859.702252993  163.778614371
 2505.66037735  696.529676428  859.982290615  163.452614187
 2506.77847658  697.134512729  860.261767024  163.127254295
 2507.89657582  697.738149815  860.540683377  162.802533562
 2509.01467505  698.340589974  860.819040829  162.478450854
 2510.13277428  698.941835491  861.096840531  162.155005039
 2511.25087351  699.541888647  861.374083631  161.832194984
 2512.36897274  700.140751719  861.650771276  161.510019557
 2513.48707197  700.738426983  861.926904608  161.188477625
 2514.60517120  701.334916712  862.202484768  160.867568056
 2515.72327044  701.930223173  862.477512893  160.547289719
 2516.84136967  702.524348632  862.751990117  160.227641484
 2517.95946890  703.117295353  863.025917572  159.908622219
 2519.07756813  703.709065595  863.299296389  159.590230793
 2520.19566736  704.299661613  863.572127692  159.272466079
 2521.31376659  704.889085661  863.844412607  158.955326945
 2522.43186582  705.477339989  864.116152253  158.638812264
 2523.54996505  706.064426842  864.387347750  158.322920907
 2524.66806429  706.650348466  864.658000213  158.007651746
 2525.78616352  707.235107099  864.928110754  157.693003655
 2526.90426275  707.818704978  865.197680486  157.378975507
 2528.02236198  708.401144338  865.466710514  157.065566176
 2529.14046121  708.982427408  865.735201945  156.752774537
 2530.25856044  709.562556416  866.003155881  156.440599465
 2531.37665967  710.141533584  866.270573422  156.129039837
 2532.49475890  710.719361134  866.537455664  155.818094530
 2533.61285814  711.296041283  866.803803704  155.507762420
 2534.73095737  711.871576244  867.069618632  155.198042388
 2535.84905660  712.445968228  867.334901539  154.888933310
 2536.96715583  713.019219442  867.599653512  154.580434069
 2538.08525506  713.591332090  867.863875635  154.272543544
 2539.20335429  714.162308372  868.127568990  153.965260617
 2540.32145352  714.732150485  868.390734656  153.658584171
 2541.43955276  715.300860622  868.653373711  153.352513088
 2542.55765199  715.868440975  868.915487229  153.047046253
 2543.67575122  716.434893729  869.177076281  152.742182552
 2544.79385045  717.000221068  869.438141938  152.437920870
 2545.91194968  717.564425173  869.698685267  152.134260094
 2547.03004891  718.127508219  869.958707331  151.831199112
 2548.14814814  718.689472381  870.218209194  151.528736813
 2549.26624737  719.250319827  870.477191914  151.226872087
 2550.38434661  719.810052724  870.735656549  150.925603824
 2551.50244584  720.368673236  870.993604154  150.624930918
 2552.62054507  720.926183521  871.251035781  150.324852260
 2553.73864430  721.482585735  871.507952480  150.025366744
 2554.85674353  722.037882032  871.764355299  149.726473267
 2555.97484276  722.592074559  872.020245283  149.428170723
 2557.09294199  723.145165464  872.275623475  149.130458011
 2558.21104122  723.697156887  872.530490915  148.833334027
 2559.32914046  724.248050968  872.784848642  148.536797673
 2560.44723969  724.797849841  873.038697690  148.240847848
 2561.56533892  725.346555639  873.292039095  147.945483455
 2562.68343815  725.894170490  873.544873886  147.650703395
 2563.80153738  726.440696518  873.797203092  147.356506574
 2564.91963661  726.986135844  874.049027741  147.062891896
 2566.03773584  727.530490587  874.300348856  146.769858268
 2567.15583508  728.073762860  874.551167458  146.477404597
 2568.27393431  728.615954775  874.801484568  146.185529793
 2569.39203354  729.157068437  875.051301203  145.894232766
 2570.51013277  729.697105952  875.300618378  145.603512426
 2571.62823200  730.236069419  875.549437106  145.313367686
 2572.74633123  730.773960935  875.797758397  145.023797461
 2573.86443046  731.310782593  876.045583259  144.734800666
 2574.98252969  731.846536482  876.292912698  144.446376216
 2576.10062893  732.381224689  876.539747719  144.158523029
 2577.21872816  732.914849296  876.786089322  143.871240025
 2578.33682739  733.447412382  877.031938507  143.584526124
 2579.45492662  733.978916023  877.277296271  143.298380248
 2580.57302585  734.509362290  877.522163609  143.012801319
 2581.69112508  735.038753252  877.766541514  142.727788262
 2582.80922431  735.567090974  878.010430976  142.443340002
 2583.92732354  736.094377517  878.253832984  142.159455467
 2585.04542278  736.620614939  878.496748524  141.876133585
 2586.16352201  737.145805294  878.739178579  141.593373285
 2587.28162124  737.669950632  878.981124132  141.311173500
 2588.39972047  738.193053002  879.222586163  141.029533160
 2589.51781970  738.715114446  879.463565648  140.748451201
 2590.63591893  739.236137005  879.704063563  140.467926558
 2591.75401816  739.756122714  879.944080882  140.187958168
 2592.87211740  740.275073608  880.183618576  139.908544968
 2593.99021663  740.792991715  880.422677614  139.629685898
 2595.10831586  741.309879062  880.661258962  139.351379900
 2596.22641509  741.825737670  880.899363586  139.073625916
 2597.34451432  742.340569558  881.136992448  138.796422889
 2598.46261355  742.854376742  881.374146509  138.519769766
 2599.58071278  743.367161233  881.610826727  138.243665494
 2600.69881201  743.878925040  881.847034059  137.968109019
 2601.81691125  744.389670166  882.082769460  137.693099293
 2602.93501048  744.899398614  882.318033881  137.418635267
 2604.05310971  745.408112380  882.552828274  137.144715893
 2605.17120894  745.915813458  882.787153585  136.871340126
 2606.28930817  746.422503839  883.021010762  136.598506922
 2607.40740740  746.928185510  883.254400748  136.326215237
 2608.52550663  747.432860454  883.487324486  136.054464032
 2609.64360586  747.936530651  883.719782916  135.783252265
 2610.76170510  748.439198076  883.951776976  135.512578899
 2611.87980433  748.940864704  884.183307602  135.242442897
 2612.99790356  749.441532502  884.414375727  134.972843225
 2614.11600279  749.941203436  884.644982285  134.703778848
 2615.23410202  750.439879469  884.875128204  134.435248735
 2616.35220125  750.937562559  885.104814414  134.167251854
 2617.47030048  751.434254661  885.334041840  133.899787178
 2618.58839972  751.929957727  885.562811406  133.632853679
 2619.70649895  752.424673704  885.791124034  133.366450330
 2620.82459818  752.918404537  886.018980646  133.100576108
 2621.94269741  753.411152166  886.246382158  132.835229991
 2623.06079664  753.902918530  886.473329487  132.570410956
 2624.17889587  754.393705562  886.699823547  132.306117984
 2625.29699510  754.883515193  886.925865251  132.042350058
 2626.41509433  755.372349348  887.151455509  131.779106160
 2627.53319357  755.860209952  887.376595230  131.516385277
 2628.65129280  756.347098925  887.601285320  131.254186395
 2629.76939203  756.833018182  887.825526684  130.992508501
 2630.88749126  757.317969636  888.049320224  130.731350587
 2632.00559049  757.801955197  888.272666842  130.470711644
 2633.12368972  758.284976770  888.495567436  130.210590665
 2634.24178895  758.767036258  888.718022903  129.950986644
 2635.35988819  759.248135560  888.940034138  129.691898578
 2636.47798742  759.728276570  889.161602035  129.433325464
 2637.59608665  760.207461181  889.382727485  129.175266304
 2638.71418588  760.685691280  889.603411377  128.917720097
 2639.83228511  761.162968753  889.823654599  128.660685846
 2640.95038434  761.639295481  890.043458037  128.404162556
 2642.06848357  762.114673342  890.262822575  128.148149233
 2643.18658280  762.589104209  890.481749094  127.892644884
 2644.30468204  763.062589955  890.700238474  127.637648519
 2645.42278127  763.535132446  890.918291595  127.383159148
 2646.54088050  764.006733547  891.135909332  127.129175784
 2647.65897973  764.477395117  891.353092560  126.875697442
 2648.77707896  764.947119014  891.569842151  126.622723136
 2649.89517819  765.415907092  891.786158978  126.370251885
 2651.01327742  765.883761201  892.002043908  126.118282707
 2652.13137665  766.350683186  892.217497810  125.866814623
 2653.24947589  766.816674892  892.432521548  125.615846656
 2654.36757512  767.281738158  892.647115987  125.365377828
 2655.48567435  767.745874821  892.861281988  125.115407166
 2656.60377358  768.209086713  893.075020411  124.865933697
 2657.72187281  768.671375664  893.288332115  124.616956450
 2658.83997204  769.132743500  893.501217956  124.368474455
 2659.95807127  769.593192043  893.713678789  124.120486745
 2661.07617051  770.052723113  893.925715466  123.872992353
 2662.19426974  770.511338526  894.137328840  123.625990314
 2663.31236897  770.969040093  894.348519759  123.379479665
 2664.43046820  771.425829624  894.559289071  123.133459446
 2665.54856743  771.881708924  894.769637622  122.887928697
 2666.66666666  772.336679796  894.979566255  122.642886459
 2667.78476589  772.790744037  895.189075814  122.398331777
 2668.90286512  773.243903444  895.398167139  122.154263695
 2670.02096436  773.696159808  895.606841069  121.910681260
 2671.13906359  774.147514918  895.815098440  121.667583521
 2672.25716282  774.597970559  896.022940089  121.424969529
 2673.37526205  775.047528513  896.230366849  121.182838335
 2674.49336128  775.496190558  896.437379551  120.941188992
 2675.61146051  775.943958470  896.643979026  120.700020556
 2676.72955974  776.390834019  896.850166103  120.459332084
 2677.84765897  776.836818974  897.055941609  120.219122634
 2678.96575821  777.281915101  897.261306367  119.979391266
 2680.08385744  777.726124160  897.466261203  119.740137042
 2681.20195667  778.169447910  897.670806937  119.501359026
 2682.32005590  778.611888106  897.874944389  119.263056282
 2683.43815513  779.053446500  898.078674377  119.025227877
 2684.55625436  779.494124839  898.281997719  118.787872880
 2685.67435359  779.933924869  898.484915229  118.550990360
 2686.79245283  780.372848331  898.687427721  118.314579390
 2687.91055206  780.810896963  898.889536005  118.078639042
 2689.02865129  781.248072500  899.091240892  117.843168392
 2690.14675052  781.684376674  899.292543190  117.608166516
 2691.26484975  782.119811213  899.493443706  117.373632492
 2692.38294898  782.554377843  899.693943243  117.139565400
 2693.50104821  782.988078284  899.894042607  116.905964323
 2694.61914744  783.420914255  900.093742598  116.672828342
 2695.73724668  783.852887472  900.293044015  116.440156543
 2696.85534591  784.283999645  900.491947659  116.207948013
 2697.97344514  784.714252484  900.690454324  115.976201839
 2699.09154437  785.143647694  900.888564806  115.744917112
 2700.20964360  785.572186977  901.086279899  115.514092922
 2701.32774283  785.999872031  901.283600394  115.283728362
 2702.44584206  786.426704553  901.480527082  115.053822529
 2703.56394129  786.852686233  901.677060750  114.824374517
 2704.68204053  787.277818761  901.873202186  114.595383424
 2705.80013976  787.702103823  902.068952175  114.366848352
 2706.91823899  788.125543102  902.264311501  114.138768399
 2708.03633822  788.548138275  902.459280946  113.911142670
 2709.15443745  788.969891020  902.653861290  113.683970270
 2710.27253668  789.390803009  902.848053312  113.457250303
 2711.39063591  789.810875911  903.041857790  113.230981878
 2712.50873515  790.230111393  903.235275498  113.005164105
 2713.62683438  790.648511118  903.428307212  112.779796094
 2714.74493361  791.066076746  903.620953704  112.554876958
 2715.86303284  791.482809933  903.813215745  112.330405811
 2716.98113207  791.898712333  904.005094103  112.106381770
 2718.09923130  792.313785595  904.196589548  111.882803952
 2719.21733053  792.728031368  904.387702844  111.659671476
 2720.33542976  793.141451295  904.578434758  111.436983462
 2721.45352900  793.554047016  904.768786051  111.214739034
 2722.57162823  793.965820170  904.958757486  110.992937316
 2723.68972746  794.376772390  905.148349822  110.771577432
 2724.80782669  794.786905307  905.337563819  110.550658511
 2725.92592592  795.196220550  905.526400232  110.330179681
 2727.04402515  795.604719744  905.714859817  110.110140073
 2728.16212438  796.012404510  905.902943329  109.890538818
 2729.28022361  796.419276467  906.090651519  109.671375052
 2730.39832285  796.825337229  906.277985138  109.452647908
 2731.51642208  797.230588410  906.464944935  109.234356524
 2732.63452131  797.635031619  906.651531659  109.016500039
 2733.75262054  798.038668461  906.837746054  108.799077592
 2734.87071977  798.441500540  907.023588867  108.582088326
 2735.98881900  798.843529455  907.209060840  108.365531384
 2737.10691823  799.244756803  907.394162714  108.149405911
 2738.22501747  799.645184177  907.578895230  107.933711053
 2739.34311670  800.044813168  907.763259127  107.718445959
 2740.46121593  800.443645363  907.947255142  107.503609778
 2741.57931516  800.841682347  908.130884010  107.289201662
 2742.69741439  801.238925701  908.314146465  107.075220764
 2743.81551362  801.635377002  908.497043241  106.861666238
 2744.93361285  802.031037826  908.679575068  106.648537241
 2746.05171208  802.425909745  908.861742675  106.435832930
 2747.16981132  802.819994328  909.043546792  106.223552464
 2748.28791055  803.213293140  909.224988145  106.011695005
 2749.40600978  803.605807744  909.406067459  105.800259715
 2750.52410901  803.997539700  909.586785458  105.589245758
 2751.64220824  804.388490565  909.767142865  105.378652299
 2752.76030747  804.778661892  909.947140399  105.168478507
 2753.87840670  805.168055232  910.126778781  104.958723549
 2754.99650593  805.556672132  910.306058729  104.749386596
 2756.11460517  805.944514137  910.484980958  104.540466820
 2757.23270440  806.331582789  910.663546185  104.331963395
 2758.35080363  806.717879626  910.841755122  104.123875495
 2759.46890286  807.103406183  911.019608482  103.916202298
 2760.58700209  807.488163993  911.197106975  103.708942981
 2761.70510132  807.872154586  911.374251311  103.502096724
 2762.82320055  808.255379488  911.551042197  103.295662709
 2763.94129979  808.637840222  911.727480340  103.089640118
 2765.05939902  809.019538309  911.903566445  102.884028136
 2766.17749825  809.400475267  912.079301216  102.678825949
 2767.29559748  809.780652610  912.254685354  102.474032744
 2768.41369671  810.160071849  912.429719561  102.269647711
 2769.53179594  810.538734494  912.604404534  102.065670040
 2770.64989517  810.916642050  912.778740974  101.862098923
 2771.76799440  811.293796020  912.952729575  101.658933554
 2772.88609364  811.670197904  913.126371033  101.456173129
 2774.00419287  812.045849197  913.299666041  101.253816843
 2775.12229210  812.420751396  913.472615293  101.051863897
 2776.24039133  812.794905989  913.645219478  100.850313488
 2777.35849056  813.168314466  913.817479286  100.649164820
 2778.47658979  813.540978311  913.989395405  100.448417094
 2779.59468902  813.912899007  914.160968522  100.248069515
 2780.71278825  814.284078033  914.332199322  100.048121289
 2781.83088749  814.654516865  914.503088490  99.8485716244
 2782.94898672  815.024216978  914.673636707  99.6494197291
 2784.06708595  815.393179840  914.843844654  99.4506648141
 2785.18518518  815.761406921  915.013713012  99.2523060914
 2786.30328441  816.128899685  915.183242459  99.0543427747
 2787.42138364  816.495659593  915.352433672  98.8567740790
 2788.53948287  816.861688106  915.521287327  98.6595992210
 2789.65758211  817.226986679  915.689804097  98.4628174187
 2790.77568134  817.591556765  915.857984657  98.2664278919
 2791.89378057  817.955399815  916.025829677  98.0704298616
 2793.01187980  818.318517277  916.193339827  97.8748225505
 2794.12997903  818.680910595  916.360515777  97.6796051826
 2795.24807826  819.042581211  916.527358195  97.4847769838
 2796.36617749  819.403530564  916.693867745  97.2903371809
 2797.48427672  819.763760091  916.860045094  97.0962850028
 2798.60237596  820.123271225  917.025890905  96.9026196794
 2799.72047519  820.482065397  917.191405839  96.7093404425
 2800.83857442  820.840144034  917.356590559  96.5164465250
 2801.95667365  821.197508561  917.521445722  96.3239371615
 2803.07477288  821.554160400  917.685971988  96.1318115881
 2804.19287211  821.910100972  917.850170014  95.9400690422
 2805.31097134  822.265331691  918.014040454  95.7487087630
 2806.42907057  822.619853973  918.177583964  95.5577299909
 2807.54716981  822.973669227  918.340801195  95.3671319678
 2808.66526904  823.326778863  918.503692800  95.1769139371
 2809.78336827  823.679184286  918.666259429  94.9870751438
 2810.90146750  824.030886897  918.828501731  94.7976148341
 2812.01956673  824.381888098  918.990420354  94.6085322559
 2813.13766596  824.732189285  919.152015943  94.4198266585
 2814.25576519  825.081791852  919.313289145  94.2314972925
 2815.37386443  825.430697192  919.474240602  94.0435434103
 2816.49196366  825.778906692  919.634870958  93.8559642653
 2817.61006289  826.126421740  919.795180853  93.6687591128
 2818.72816212  826.473243718  919.955170927  93.4819272092
 2819.84626135  826.819374007  920.114841819  93.2954678125
 2820.96436058  827.164813985  920.274194167  93.1093801822
 2822.08245981  827.509565027  920.433228606  92.9236635791
 2823.20055904  827.853628505  920.591945771  92.7383172656
 2824.31865828  828.197005790  920.750346296  92.5533405053
 2825.43675751  828.539698249  920.908430812  92.3687325635
 2826.55485674  828.881707245  921.066199952  92.1844927068
 2827.67295597  829.223034140  921.223654343  92.0006202032
 2828.79105520  829.563680294  921.380794616  91.8171143222
 2829.90915443  829.903647062  921.537621397  91.6339743347
 2831.02725366  830.242935799  921.694135312  91.4511995130
 2832.14535289  830.581547854  921.850336985  91.2687891308
 2833.26345213  830.919484577  922.006227040  91.0867424633
